Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,United States,USA,38.76720665,45.01340879,49.17630521,55.18089359,62.87475074,68.62220987,76.59637266,82.34696473,85.47738005,88.90512135,91.6239454,94.75188415,96.26929679,97.28308055,100.1748375,102.3083933
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Vietnam,VNM,0.99816152,1.567564328,2.359044585,3.365415447,6.025909442,11.53831883,22.50396061,53.11803062,87.47047116,113.5761578,127.6386103,144.1078862,147.4487893,137.0761674,149.2271298,130.5154869
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Australia,AUS,..,..,..,..,..,..,..,14.53065906,15.34404144,16.66427799,16.50695995,17.94354938,17.28031183,18.00245691,18.9827747,19.68531481
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,0.43548046,0.305861222,0.21302152,0.194923395,0.463362853,0.29908859,..,0.307867108
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Belgium,BEL,..,..,..,..,..,..,..,8.462801315,8.943796509,11.35583252,9.262592125,8.673927503,8.940896311,10.63916941,11.93858609,12.33445901
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Canada,CAN,..,..,..,..,..,..,..,14.76629017,15.18060448,17.86976717,15.49959211,14.71129775,15.61528452,15.49184234,14.66524653,14.82804766
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,China,CHN,..,..,..,..,..,..,..,30.15080233,29.36365672,31.93779055,32.12365456,30.48393093,30.84868317,31.57436297,29.69541489,30.42194543
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,France,FRA,..,..,..,..,..,..,..,20.09953737,21.43292141,24.09148694,26.29482779,25.0896227,26.66266056,27.15599792,27.4407038,28.18460929
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Germany,DEU,..,..,..,..,..,..,..,15.45553645,15.07045993,16.78981865,16.88486217,16.33754269,17.22153827,17.29432832,17.20601614,17.82123201
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,India,IND,..,..,..,..,..,..,..,..,..,9.56530523,7.72334081,7.868565007,7.699918013,8.86996678,9.217166203,8.021878855
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Japan,JPN,..,..,..,..,..,..,..,20.01902843,18.78549524,20.40423575,19.08106454,18.34932061,18.20156775,17.72720913,17.75127848,18.01897198
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,3.109997011,2.772107808,..,1.659975725,0.133875588,0.127428394
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,20.56525597,22.68289675,22.13548939,21.14743249,21.3529893,20.51078069,20.19739103,19.5702756
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,New Zealand,NZL,..,..,..,..,..,..,..,10.03759191,9.320599165,9.91035456,9.670588307,9.96927201,10.08248866,10.72641074,9.91387841,10.11212416
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Singapore,SGP,..,..,..,..,..,..,..,48.48245229,52.66699909,50.88131308,52.32109501,47.72221678,48.45444254,50.31955983,50.63292707,52.21071159
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Spain,ESP,..,..,..,..,..,..,..,5.603585162,5.582478502,6.472214457,6.557626098,6.585451738,7.249908083,6.969529671,6.910962238,6.887358494
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,7.164160719,6.951375716,9.63407609,9.373488175,8.389823629,9.056465013,10.60725207,12.0883256,15.95212486
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,0.027080653,..,0.005507629,0.002334602,0.000580959,0.049124709,1.101173545
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,20.86459732,20.60062125,20.45160796,23.28647472,23.28893043,23.4467992,23.57438288,22.19217535,22.32275235
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,3.305489533,..,..,..,3.766660154,3.606990127,10.16578905,5.30115833
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,United States,USA,..,..,..,..,..,..,..,29.87956764,28.4044301,24.34746197,22.60666835,20.61303528,20.16329715,20.1783051,20.46714365,21.38094108
High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,8.829552353,10.52335803,13.12845171,18.80949757,27.16079703,33.59562022,32.0548542,36.36831241
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Australia,AUS,32.55947621,33.5500887,34.81539158,34.10945354,31.89656379,33.27606918,35.12337162,35.89468813,36.71033445,34.43815962,36.06733171,36.85868587,33.46160897,31.40872547,32.52553965,29.33365889
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Bangladesh,BGD,28.615441,27.96376979,26.9369528,28.96328149,31.24167532,33.38856184,38.75850063,39.00045671,42.81289179,36.0234149,40.78363657,47.15016472,44.46752407,44.13547632,41.37074459,38.15178599
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Belgium,BEL,154.5158995,155.8686437,160.3964033,154.2247549,160.4722076,169.322013,175.9614657,178.9064262,181.3446867,149.7118997,165.9398311,180.1185413,178.3859443,176.3995495,172.9377937,167.0585268
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Canada,CAN,70.010689,65.92165126,63.08991259,57.81535455,58.1181137,58.21166094,56.63593803,55.20627271,56.37397371,46.99470279,48.85610662,51.02110149,50.96833755,50.58465852,52.69938054,53.97887832
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,China,CHN,39.15451568,38.05081596,42.21318511,51.2554459,59.04604129,62.20154048,63.96637752,61.3059685,55.79209186,43.27055041,48.85692354,48.22704019,45.32366106,43.45682824,41.0620103,35.73669964
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,France,FRA,48.80870255,47.32577408,44.02403552,42.87664921,43.54767646,44.04078835,44.72186172,44.74467853,45.49135857,38.715202,42.9019431,45.94864264,46.32172378,44.89634658,44.04851689,44.15492844
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Germany,DEU,53.85095986,54.36164594,53.2173317,54.21130896,57.76206815,61.40043467,67.27847697,69.36630065,70.25507239,59.98919087,68.05776689,72.78273515,72.46558654,70.33844152,69.4611048,70.80498307
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,India,IND,20.04761207,19.31295403,20.53975634,21.6424477,24.87828661,29.55770843,31.92925739,31.19240116,43.02793402,31.45653285,34.41028425,42.09248405,43.03489315,42.02271255,38.52647864,31.4739416
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Japan,JPN,17.28458002,17.20307651,18.02409153,18.91216598,20.85004727,22.99109136,26.63795605,29.18433826,30.2338558,21.41415018,25.41786348,26.92963849,26.85448851,29.70386641,30.68026785,28.64022185
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Kuwait,KWT,70.51444129,68.99890093,63.90028473,66.13890602,69.36512585,75.08790668,72.14157621,73.31928387,76.18774855,69.74121366,80.27506651,82.55634154,83.97235537,82.91344324,81.8611841,74.26639312
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mexico,MEX,48.85262115,43.81964307,43.2283697,46.67736829,49.88746417,50.4226769,52.63930426,53.39308303,54.9166672,52.35591736,57.5259269,60.1984972,62.54710372,60.49544379,61.46594234,67.05808698
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,New Zealand,NZL,51.69004857,50.18894089,44.17079841,39.75710814,41.90261486,41.79650092,43.78117329,42.14989715,48.78564686,41.61283757,42.32462509,44.43127757,42.88089912,41.42654591,41.79550858,39.8220934
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Singapore,SGP,283.4769502,264.771034,261.1020831,303.2604235,323.5835929,336.2053104,343.480938,310.8527495,339.8322651,265.573489,276.3269639,277.5263134,267.0790004,254.6574121,251.9577853,210.6056065
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Spain,ESP,45.35605607,43.21392531,41.02846709,40.19310271,41.24705665,41.72864674,43.03502379,43.59544609,43.03644286,34.90214215,40.88535599,46.13710796,47.75147366,48.57191943,49.81650158,49.66948438
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Russian Federation,RUS,57.71626735,50.76547581,48.70661973,49.26225123,47.47564737,48.32771363,47.25907324,44.46306354,45.96854987,40.50164117,42.57699275,41.34275443,39.15698297,37.64951243,39.07670946,39.19658397
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Qatar,QAT,83.59285957,83.41096491,77.61931786,77.67129332,77.79967449,80.44599638,82.93236347,82.10674405,82.59473811,74.57078649,78.48640492,81.5233384,87.64434533,82.46915102,78.5745256,68.36962432
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Kingdom,GBR,37.38107534,37.34181653,35.93494521,34.19331971,33.82088295,35.97041174,39.46320489,35.28720074,39.0951486,36.44126642,40.63795529,44.67888004,43.66116518,43.38758922,39.30920817,37.33921778
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Arab Emirates,ARE,81.31697979,82.95967378,86.33971919,95.86850942,110.3194281,111.805908,110.5923935,127.4650778,139.3265823,142.7437469,138.2185448,151.7024495,160.228751,161.1102316,149.493595,152.2904017
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United States,USA,19.9124803,18.03338371,17.32375727,17.70026848,19.15787826,20.19900119,21.30958323,21.89133845,23.40529625,18.38186948,21.58074738,24.02947007,23.88478918,23.2061312,22.97961652,20.97038696
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Vietnam,VNM,96.6267775,95.59984705,103.9581631,114.7967504,128.6743572,120.0747715,127.8271386,143.6980243,144.6570767,119.8372001,106.7083955,117.9964424,116.7279741,123.5634482,127.67792,136.9544731
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Australia,AUS,100,103.9860074,105.8724344,105.8018847,116.048584,130.9702366,145.3567283,152.3644109,174.4629064,162.8983843,178.7263134,200.2885825,181.8145129,176.8117884,164.9852955,148.1965091
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Bangladesh,BGD,100,103.5960586,102.3804496,92.34254834,86.53191242,81.55326077,76.55328657,68.90673709,59.72770003,68.10421522,62.25324838,57.57450194,62.45419658,62.08863984,61.96190956,69.34904933
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Belgium,BEL,100,100.3078152,101.6944304,101.6816281,100.5525638,99.02597331,98.21058383,99.39855837,96.5891779,98.4446797,96.94157847,94.86824368,93.87280336,94.14823319,94.68565302,95.64220047
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Canada,CAN,100,99.61979937,94.77285388,100.8020651,106.6568698,111.5616254,111.7299265,115.5862642,121.4922454,106.3659007,115.1932236,117.8183923,114.9119582,116.0515976,115.240223,102.9364752
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,China,CHN,100,97.44044044,92.11166635,92.93084125,90.76772409,88.44255469,89.47295338,88.54620904,83.81236263,91.09617167,82.05059399,79.04874299,79.75523623,80.64771598,82.9487988,92.53344984
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,France,FRA,100,100.5432354,100.5594719,99.62811867,98.91352042,96.18143792,95.5885741,95.7134583,93.60365175,96.14023162,92.99603896,89.9334023,89.2030418,88.77700851,88.83717997,91.16919633
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Germany,DEU,100,99.65003352,101.2545415,101.8613259,100.1618296,97.23055535,95.02083136,94.98965578,93.00837311,98.45652571,95.9653959,93.15072087,92.55684593,94.49136722,97.0375377,99.77576049
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,India,IND,100,97.82157676,88.63089839,96.20109988,91.67654799,87.81561811,85.70052293,81.60509971,81.60509971,95.01240588,93.47166416,89.99256996,90.08283332,92.44597165,93.82252823,104.2283051
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Japan,JPN,100,100.5555556,100.9873061,97.67662399,92.40563893,83.23281062,75.42372881,71.65845649,62.00846945,74.37145174,67.72606886,61.59802886,60.45855379,59.01942646,58.44424726,66.66666667
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Kuwait,KWT,100,89.80961356,88.32223072,100.9779894,119.5260046,139.6862769,156.0854051,159.1688427,196.3597954,133.1675179,161.0058907,194.4058311,197.2747272,198.0252051,189.8801476,121.7734053
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Mexico,MEX,100,97.24623099,99.95943305,102.4553141,108.3788685,111.6618995,114.8639527,114.4934284,115.9905196,103.0454351,110.8795088,118.426444,114.1146652,114.0374804,108.2013388,93.55396074
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,New Zealand,NZL,100,107.2374902,102.4518202,103.3791206,109.8489962,111.0310559,110.9997298,117.6051678,126.2505919,113.5389001,125.2495566,130.9535573,122.1526577,133.1633892,140.6582101,134.8504672
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Singapore,SGP,100,96.94659645,94.97311124,87.75331889,87.66568399,86.37042072,85.24812852,84.36753705,83.94010032,84.65270875,84.15656895,81.87670111,81.03989187,82.54986751,81.56585869,87.62251709
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Spain,ESP,100,99.50372159,99.99141115,99.71091046,98.5118449,96.33129867,95.43324886,95.68236374,92.65663177,97.09331875,93.89343963,90.06163588,88.86614415,89.14745043,89.00709209,92.3405577
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Russian Federation,RUS,100,96.02374143,93.34055908,100.8435702,114.6561412,138.200621,157.3767838,164.6040213,197.9657292,131.9102272,159.6671482,194.4982951,203.0938004,189.6202605,182.089517,138.4996916
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Qatar,QAT,100,95.91124412,87.23783132,100.5580976,115.0938571,157.652948,185.8325529,185.196368,251.7426896,169.5127769,183.1088587,213.8367488,223.506061,222.1389065,215.7351192,154.1194382
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,100,101.2250577,102.5681114,104.9707065,104.3105771,104.9338523,100.6703025,99.74316209,99.46910893,97.39959264,101.3340855,102.3141814,95.06512127,119.5448839,108.5270719,109.4397391
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,United Arab Emirates,ARE,100,94.44420598,92.75796571,102.0091676,114.0266691,138.3013957,148.9207151,151.5122658,175.9535072,147.0875997,163.149427,181.9466107,183.3687364,185.3288275,183.2834144,157.82947
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,United States,USA,100,102.7979275,104.357067,102.8895769,101.2707722,97.18181818,95.92720971,96.5890183,91.79716629,98.98819562,97.08201893,94.59459459,94.68085106,95.34050179,95.86956522,100
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,Vietnam,VNM,100,94.81180061,95.57105427,101.0243349,103.2365466,109.0783178,112.7562958,115.009276,121.4311138,121.0190172,126.8636857,126.2725419,126.0064915,125.9419655,128.6784508,131.4520467
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Bangladesh,BGD,15600564697,14978802401,16687587182,18440377575,19714073692,18503086016,20160932717,21523544177,23346917708,25377795050,26571755072,27046084648,29155976742,32453648017,35268110355,38695175144
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,China,CHN,1.45907E+11,1.84315E+11,1.85466E+11,2.07181E+11,2.47359E+11,2.85857E+11,3.2642E+11,3.77749E+11,3.86423E+11,4.54496E+11,7.42737E+11,1.05421E+12,1.14816E+12,1.48048E+12,1.77838E+12,1.33377E+12
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,India,IND,1.01131E+11,99500093586,1.05742E+11,1.18885E+11,1.23644E+11,1.21195E+11,1.59526E+11,2.04058E+11,2.27112E+11,2.56312E+11,2.90428E+11,3.34399E+11,3.92576E+11,4.27245E+11,4.57507E+11,4.78826E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Mexico,MEX,1.78114E+11,2.02573E+11,1.93462E+11,1.99261E+11,2.1004E+11,2.18226E+11,2.21829E+11,2.50651E+11,2.4824E+11,2.46277E+11,3.06835E+11,3.51695E+11,4.31651E+11,5.01469E+11,5.36185E+11,5.30515E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Russian Federation,RUS,1.46665E+11,1.41152E+11,1.38447E+11,1.85905E+11,2.14207E+11,2.49832E+11,3.11277E+11,4.16328E+11,4.19311E+11,4.06462E+11,4.17886E+11,5.44356E+11,5.91836E+11,6.68513E+11,5.54416E+11,4.92191E+11
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Vietnam,VNM,12841178044,12632834004,13342966639,15592997725,17631234907,18593542977,18752446328,23135389256,26497616053,32742040132,44940680145,53925776387,61613102621,65484264910,72454146880,77832917544
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Bangladesh,BGD,1.403444751,1.198268888,1.241885727,1.053226024,0.961765885,1.119826976,0.939677932,1.190093879,0.95327337,0.933203255,0.887741095,1.100944616,1.158722475,1.197773581,1.102405612,0.845164622
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,China,CHN,2.22364383,1.893573982,2.136014103,2.273815498,1.194826868,1.211718347,1.00290604,0.89609135,0.72129494,0.783488119,0.859614855,0.839433198,0.848718591,0.813217286,0.777969161,1.150768612
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,India,IND,2.301935344,2.445838803,3.019419968,4.270981204,2.486375894,2.937129151,1.865263964,3.252069701,2.599096701,1.238895902,1.472715013,1.620390886,1.686744817,2.112992458,4.606239518,2.388558713
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Mexico,MEX,8.551224445,6.419468859,5.009604621,4.516913266,5.148302344,4.244973956,5.687977012,3.675033413,3.596176625,3.592730221,3.162458668,3.652348444,6.033597632,3.387407879,3.815274543,4.579604241
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Russian Federation,RUS,4.595409976,5.494191078,3.916669139,5.218006011,3.445558478,5.451751646,4.983585063,2.980026543,5.020634376,7.704317149,3.770171062,2.248204052,2.339379236,2.300355959,4.511277248,7.846656199
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Vietnam,VNM,4.250967275,3.776466956,3.510634239,2.151078169,1.831866898,1.675154795,1.489406416,1.663257289,1.465575122,1.468918592,1.318273186,2.462258943,2.399778124,2.1950811,3.000662581,2.919448425
Net migration,SM.POP.NETM,Australia,AUS,109375,113907,107886,103907,109226,132109,192139,251231,278516,235881,166833,197748,235719,214564,198120,209466
Net migration,SM.POP.NETM,Bangladesh,BGD,-424718,-347605,-451611,-533925,-535175,-715970,-1146688,-923456,-1390782,-740788,-462265,-341152,-242022,-194048,-219628,-286512
Net migration,SM.POP.NETM,Belgium,BEL,32262,35439,38517,41479,43994,46280,48426,50352,51937,53385,54611,55511,56227,56755,57103,57008
Net migration,SM.POP.NETM,Canada,CAN,201617,224357,206028,182430,193282,204710,202483,210817,237962,240878,227724,228828,245309,242475,195649,232738
Net migration,SM.POP.NETM,China,CHN,-549792,-485419,-477885,-527837,-458505,-519752,-473105,-438846,-469093,-350365,-216417,-147585,-124641,-137444,-198432,-155379
Net migration,SM.POP.NETM,France,FRA,102857,122247,137513,148696,154947,155943,151814,142170,128627,108940,86355,65188,49080,36552,26585,18807
Net migration,SM.POP.NETM,Germany,DEU,60905,48500,45985,54381,73107,102694,145046,180746,211709,240968,267047,293051,317082,342555,369027,397921
Net migration,SM.POP.NETM,India,IND,-149966,-177306,-208070,-255516,-214351,-550186,-678231,-769184,-846785,-803437,-380087,-244114,-180991,-236387,-310694,-475094
Net migration,SM.POP.NETM,Japan,JPN,84477,93257,102260,119257,135835,153248,160536,163068,158396,159210,148460,139793,137344,134721,139401,150215
Net migration,SM.POP.NETM,Kuwait,KWT,19193,17088,14550,11232,7427,68878,96486,94844,93141,90945,94736,191544,191164,190228,-84910,259114
Net migration,SM.POP.NETM,Mexico,MEX,-356430,-348349,-324106,-332396,-270797,-318048,-312270,-309663,-321847,-289132,-41156,4184,-48160,-101719,-100413,-82173
Net migration,SM.POP.NETM,New Zealand,NZL,-6080,17140,47693,42181,24480,19148,14521,2976,4679,12403,6258,-2405,-1539,22547,48532,47165
Net migration,SM.POP.NETM,Singapore,SGP,39387,32038,22897,19770,15629,80422,149376,147762,145016,142947,109045,72396,67992,67504,60308,40958
Net migration,SM.POP.NETM,Spain,ESP,175213,185594,741349,662840,661105,632974,658689,774489,430778,130589,62782,57170,-144619,-254292,-94869,-871
Net migration,SM.POP.NETM,Russian Federation,RUS,404928,287206,289174,241147,239753,244437,282022,372974,385471,374958,253479,295952,304059,291552,260843,384942
Net migration,SM.POP.NETM,Qatar,QAT,22039,21641,24200,23444,12430,106609,203572,206156,192654,111510,64531,82815,83444,137597,179768,178133
Net migration,SM.POP.NETM,United Kingdom,GBR,161157,186701,210510,230387,247447,261300,272651,279808,283762,284800,281588,277521,272601,268067,261389,254218
Net migration,SM.POP.NETM,United Arab Emirates,ARE,131735,130241,128160,124550,122863,339380,781672,1037187,1040422,783241,-13726,-15738,-16401,-15566,-14954,-14154
Net migration,SM.POP.NETM,United States,USA,1479676,1335725,1168499,1074728,1200409,1129462,1113259,1108509,1095864,1031010,1030731,1322433,1323368,1320840,1250914,1221849
Net migration,SM.POP.NETM,Vietnam,VNM,-150955,-162571,-159577,-153880,-150349,-144080,-131559,-119471,-101560,-18546,-4382,-4378,-4545,-4786,-4875,-4761
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Australia,AUS,868990623.8,855078367.4,991488492.4,1380807138,1608966510,1531079216,2051227219,2980870874,3366427027,3224401182,4655461397,6597638171,7084418882,7253781716,6953239775,6037610107
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bangladesh,BGD,4378216.685,3699706.708,5734840.986,7068562.162,7743207.699,5457649.19,3322209.508,2809832.242,14330657.12,7791556.368,9418584.307,11612731.71,11741740.26,19553597.14,32521361.43,32102746.72
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,3587770752,3905530518,1628741741,2097327654,2342483501,2426083651,2564697223,3201618745,4123817771,4291702746,4142285273,4504366771,4303018198,4548072301,5251309838,4441158754
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,1696622259,1774974003,1970679764,2242154647,2610530519,3261615580,3286690324,4567022241,4859141897,4662098289,5290453957,5557756828,5629382995,5702499908,5948213017,5114157604
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,China,CHN,754290000,936000000,1172943240,1597068954,1997994276,1817413690,2329992813,2493058145,2736390791,2051656434,1455455375,1618147148,1788058506,1714202599,4155302052,5718191073
